JOBCODE,SERVDATE,MCCODE,SERVCODE,ATDATE,PDATE,REMARK,WorkDone,jobstatus
1476,03/09/2008,15,7,01/09/2008,03/03/2008, ,FINISH,F
1475,03/09/2008,47,96,17/08/2009,03/12/2007, ,FINISH,F
1474,03/09/2008,45,114,03/07/2008,03/03/2008, ,FINISH,F
1473,03/09/2008,45,111,03/09/2008,04/08/2008, ,FINISH,F
1492,04/09/2008,26,107,04/09/2008,04/09/2007, ,FINISH,F
1488,05/09/2008,33,73,08/09/2008,20/08/2008, ,FINISH,F
1486,04/09/2008,51,112,22/09/2008,04/06/2008, ,FINISH,F
1485,05/09/2008,50,111,05/09/2008,05/08/2008, ,FINISH,F
1480,04/09/2008,40,96,06/08/2009,04/12/2007, ,FINISH,F
1489,06/09/2008,19,74,11/10/2008,23/08/2008, ,FINISH,F
1487,04/09/2008,18,71,03/09/2008,23/08/2008, ,FINISH,F
1481,04/09/2008,40,119,05/05/2009,04/09/2007, ,FINISH,F
1482,04/09/2008,40,122,29/09/2008,04/09/2007, ,FINISH,F
1484,04/09/2008,45,94,23/08/2008,04/08/2008, ,FINISH,F
1490,04/09/2008,72,139,06/09/2008,20/08/2008, ,FINISH,F
1491,06/09/2008,24,75,04/09/2008,23/08/2008, ,FINISH,F
1483,04/09/2008,41,122,16/07/2008,04/09/2007, ,FINISH,F
1496,04/09/2008,28,73,06/09/2008,21/08/2008, ,FINISH,F
1501,05/09/2008,22,89,07/09/2008,21/08/2008, ,FINISH,F
1499,05/09/2008,21,89,07/09/2008,21/08/2008, ,FINISH,F
1500,05/09/2008,21,50,12/11/2008,05/09/2007, ,FINISH,F
1508,05/09/2008,27,91,11/09/2008,05/06/2008, ,FINISH,F
1503,05/09/2008,73,156,13/09/2008,21/08/2008, ,FINISH,F
1495,05/09/2008,16,7,01/09/2008,05/03/2008, ,FINISH,F
1507,04/09/2008,26,105,04/09/2008,21/08/2008, ,FINISH,F
1493,06/09/2008,7,71,04/09/2008,24/08/2008, ,FINISH,F
1494,07/09/2008,8,71,05/09/2008,24/08/2008, ,FINISH,F
1504,05/09/2008,23,88,07/09/2008,21/08/2008, ,FINISH,F
1509,05/09/2008,62,131,05/09/2008,05/08/2008, ,FINISH,F
1497,05/09/2008,19,89,07/09/2008,21/08/2008, ,FINISH,F
1505,05/09/2008,24,88,07/09/2008,21/08/2008, ,FINISH,F
1502,05/09/2008,56,80,11/09/2008,06/08/2008, ,FINISH,F
1506,05/09/2008,25,88,07/09/2008,21/08/2008, ,FINISH,F
1498,05/09/2008,20,89,07/09/2008,21/08/2008, ,FINISH,F
1513,09/09/2008,31,73,13/09/2008,22/08/2008, ,FINISH,F
1517,10/09/2008,27,105,10/09/2008,22/08/2008, ,FINISH,F
1512,08/09/2008,9,71,06/09/2008,25/08/2008, ,FINISH,F
1514,09/09/2008,34,73,09/09/2008,22/08/2008, ,FINISH,F
1511,09/09/2008,1,72,09/09/2008,22/08/2008, ,FINISH,F
1515,06/09/2008,19,50,07/11/2008,06/09/2007, ,FINISH,F
1518,06/09/2008,62,132,05/09/2008,06/06/2008, ,FINISH,F
1510,06/09/2008,50,94,05/09/2008,06/08/2008, ,FINISH,F
1516,06/09/2008,35,90,12/09/2008,06/06/2008, ,FINISH,F
1522,11/09/2008,2,79,12/09/2008,23/08/2008, ,FINISH,F
1524,07/09/2008,62,134,05/09/2008,07/03/2008, ,FINISH,F
1520,07/09/2008,49,123,29/06/2009,07/09/2007, ,FINISH,F
1519,10/09/2008,47,111,08/09/2008,08/08/2008, ,FINISH,F
1521,07/09/2008,52,94,26/08/2008,07/08/2008, ,FINISH,F
1181,02/08/2008,66,100,04/08/2008,18/07/2008, ,FINISH,F
1188,03/08/2008,21,43,03/10/2008,03/05/2008, ,FINISH,F
1190,03/08/2008,71,139,04/08/2008,19/07/2008, ,FINISH,F
1182,03/08/2008,45,94,04/08/2008,03/07/2008, ,FINISH,F
1187,06/08/2008,33,73,05/08/2008,19/07/2008, ,FINISH,F
1186,03/08/2008,18,16,11/08/2008,03/08/2007, ,FINISH,F
1189,11/08/2008,37,21,23/08/2008,03/07/2008, ,FINISH,F
1185,03/08/2008,17,16,09/08/2008,03/08/2007, ,FINISH,F
1184,03/08/2008,15,14,07/08/2008,03/11/2007, ,FINISH,F
1183,03/08/2008,14,17,06/08/2008,19/06/2008, ,FINISH,F
1203,04/08/2008,22,89,05/08/2008,20/07/2008, ,FINISH,F
1204,04/08/2008,54,85,08/08/2008,04/08/2007, ,FINISH,F
1194,04/08/2008,43,97,14/04/2008,04/08/2007, ,FINISH,F
1202,04/08/2008,21,89,05/08/2008,20/07/2008, ,FINISH,F
1209,07/08/2008,27,105,07/08/2008,20/07/2008, ,FINISH,F
1200,04/08/2008,20,89,05/08/2008,20/07/2008, ,FINISH,F
1193,04/08/2008,42,94,23/07/2008,04/07/2008, ,FINISH,F
1208,04/08/2008,25,47,06/08/2008,04/02/2008, ,FINISH,F
1201,04/08/2008,21,46,03/10/2008,04/02/2008, ,FINISH,F
1192,04/08/2008,40,118,04/06/2009,04/12/2007, ,FINISH,F
1198,04/08/2008,15,17,07/08/2008,20/06/2008, ,FINISH,F
1197,04/08/2008,12,71,04/08/2008,23/07/2008, ,FINISH,F
1196,04/08/2008,11,71,02/08/2008,23/07/2008, ,FINISH,F
1199,04/08/2008,19,89,05/08/2008,20/07/2008, ,FINISH,F
1206,04/08/2008,24,88,04/08/2008,20/07/2008, ,FINISH,F
1195,04/08/2008,45,95,23/08/2008,04/02/2008, ,FINISH,F
1207,04/08/2008,25,88,04/08/2008,20/07/2008, ,FINISH,F
1205,04/08/2008,23,88,04/08/2008,20/07/2008, ,FINISH,F
1218,05/08/2008,20,46,04/08/2008,05/02/2008, ,FINISH,F
1211,05/08/2008,50,94,06/08/2008,05/07/2008, ,FINISH,F
1214,05/08/2008,16,17,08/08/2008,21/06/2008, ,FINISH,F
1216,05/08/2008,32,34,02/08/2008,05/02/2008, ,FINISH,F
1210,05/08/2008,50,111,06/08/2008,06/07/2008, ,FINISH,F
1213,05/08/2008,52,94,07/08/2008,05/07/2008, ,FINISH,F
1223,05/08/2008,65,134,09/08/2008,05/02/2008, ,FINISH,F
1219,05/08/2008,72,139,05/08/2008,21/07/2008, ,FINISH,F
1215,05/08/2008,17,17,09/08/2008,21/06/2008, ,FINISH,F
1212,05/08/2008,51,117,21/08/2008,05/12/2007, ,FINISH,F
1220,05/08/2008,73,156,06/08/2008,21/07/2008, ,FINISH,F
1217,05/08/2008,19,43,11/08/2008,05/05/2008, ,FINISH,F
1222,05/08/2008,62,131,05/08/2008,05/07/2008, ,FINISH,F
1221,05/08/2008,23,75,04/08/2008,24/07/2008, ,FINISH,F
1227,06/08/2008,14,8,02/04/2009,06/02/2008, ,FINISH,F
1230,06/08/2008,36,26,13/08/2008,06/12/2007, ,FINISH,F
1226,06/08/2008,42,118,15/09/2008,06/12/2007, ,FINISH,F
1231,09/08/2008,25,75,06/08/2008,25/07/2008, ,FINISH,F
1232,06/08/2008,65,136,09/08/2008,06/11/2007, ,FINISH,F
1225,06/08/2008,41,95,16/08/2008,06/02/2008, ,FINISH,F
1229,05/08/2008,35,76,08/08/2008,17/07/2008, ,FINISH,F
1228,10/08/2008,22,74,11/08/2008,25/07/2008, ,FINISH,F
1224,06/08/2008,40,95,09/07/2008,06/02/2008, ,FINISH,F
1239,07/08/2008,18,17,11/08/2008,23/06/2008, ,FINISH,F
1235,07/08/2008,48,113,09/09/2008,07/05/2008, ,FINISH,F
1243,08/08/2008,36,76,13/08/2008,18/07/2008, ,FINISH,F
1242,07/08/2008,20,50,13/10/2008,07/08/2007, ,FINISH,F
1241,07/08/2008,20,52,04/08/2008,07/08/2007, ,FINISH,F
1234,07/08/2008,48,94,08/08/2008,07/07/2008, ,FINISH,F
1247,07/08/2008,25,48,01/09/2008,07/08/2007, ,FINISH,F
1240,07/08/2008,19,61,11/08/2008,07/08/2006, ,FINISH,F
1233,07/08/2008,44,95,13/08/2008,07/02/2008, ,FINISH,F
1244,07/08/2008,25,56,06/08/2008,07/08/2007, ,FINISH,F
1245,07/08/2008,25,53,06/08/2008,07/08/2007, ,FINISH,F
1236,07/08/2008,8,17,12/08/2008,23/06/2008, ,FINISH,F
1238,26/07/2008,14,71,06/08/2008,26/07/2008, ,FINISH,F
1237,05/08/2008,13,71,05/08/2008,26/07/2008, ,FINISH,F
1246,07/08/2008,25,63,01/09/2008,07/08/2006, ,FINISH,F
1256,08/08/2008,56,80,06/08/2008,09/07/2008, ,FINISH,F
1252,08/08/2008,28,73,06/08/2008,24/07/2008, ,FINISH,F
1248,08/08/2008,47,111,11/08/2008,09/07/2008, ,FINISH,F
924,03/07/2008,9,17,05/07/2008,19/05/2008, ,FINISH,F
922,03/07/2008,47,94,09/07/2008,03/06/2008, ,FINISH,F
940,04/07/2008,70,138,04/07/2008,19/06/2008, ,FINISH,F
938,04/07/2008,38,22,11/07/2008,04/01/2008, ,FINISH,F
937,04/07/2008,32,35,18/07/2008,04/04/2008, ,FINISH,F
939,04/07/2008,71,139,04/07/2008,19/06/2008, ,FINISH,F
935,04/07/2008,42,113,25/08/2008,04/04/2008, ,FINISH,F
934,04/07/2008,41,116,18/08/2008,04/07/2007, ,FINISH,F
936,04/07/2008,12,6,04/08/2008,04/04/2008, ,FINISH,F
941,05/07/2008,46,113,01/07/2008,05/04/2008, ,FINISH,F
942,05/07/2008,7,71,03/07/2008,23/06/2008, ,FINISH,F
943,05/07/2008,8,71,04/07/2008,23/06/2008, ,FINISH,F
945,05/07/2008,35,20,16/07/2008,05/04/2008, ,FINISH,F
944,05/07/2008,18,71,02/07/2008,23/06/2008, ,FINISH,F
946,05/07/2008,73,156,05/07/2008,20/06/2008, ,FINISH,F
948,06/07/2008,12,17,08/07/2008,22/05/2008, ,FINISH,F
949,06/07/2008,19,89,07/07/2008,21/06/2008, ,FINISH,F
950,06/07/2008,20,89,07/07/2008,21/06/2008, ,FINISH,F
955,06/07/2008,37,25,11/07/2008,06/07/2006, ,FINISH,F
956,06/07/2008,72,139,07/07/2008,21/06/2008, ,FINISH,F
954,06/07/2008,37,31,11/07/2008,06/07/2006, ,FINISH,F
951,06/07/2008,21,89,07/07/2008,21/06/2008, ,FINISH,F
952,06/07/2008,22,89,07/07/2008,21/06/2008, ,FINISH,F
1523,09/09/2008,10,71,06/09/2008,26/08/2008, ,FINISH,F
1525,08/09/2008,48,94,09/09/2008,08/08/2008, ,FINISH,F
1529,12/09/2008,37,76,06/09/2008,19/08/2008, ,FINISH,F
1530,08/09/2008,39,76,05/09/2008,19/08/2008, ,FINISH,F
1526,08/09/2008,50,122,08/10/2008,08/09/2007, ,FINISH,F
1527,05/03/2009,50,116,05/09/2008,08/03/2008, ,FINISH,F
1528,08/09/2008,35,21,12/09/2008,08/08/2008, ,FINISH,F
1531,08/09/2008,65,135,10/09/2008,08/03/2008, ,FINISH,F
1533,12/09/2008,44,111,12/09/2008,10/08/2008, ,FINISH,F
1532,09/09/2008,40,94,30/08/2008,09/08/2008, ,FINISH,F
1534,09/09/2008,11,71,07/09/2008,28/08/2008, ,FINISH,F
1535,09/09/2008,65,131,10/09/2008,09/08/2008, ,FINISH,F
1537,10/09/2008,9,17,06/09/2008,27/07/2008, ,FINISH,F
1536,10/09/2008,48,123,26/06/2009,10/09/2007, ,FINISH,F
1551,10/09/2008,68,100,15/09/2008,27/08/2008, ,FINISH,F
1539,11/09/2008,49,112,18/09/2008,11/06/2008, ,FINISH,F
1549,09/09/2008,23,75,09/09/2008,30/08/2008, ,FINISH,F
1546,09/09/2008,20,74,01/10/2008,30/08/2008, ,FINISH,F
1544,11/09/2008,15,6,25/09/2008,11/06/2008, ,FINISH,F
1547,23/09/2008,37,21,06/09/2008,11/08/2008, ,FINISH,F
1543,10/09/2008,13,71,23/09/2008,30/08/2008, ,FINISH,F
1548,11/09/2008,38,20,18/09/2008,11/06/2008, ,FINISH,F
1538,11/09/2008,47,94,08/09/2008,11/08/2008, ,FINISH,F
1253,09/08/2008,31,73,07/08/2008,24/07/2008, ,FINISH,F
1249,08/08/2008,52,115,28/07/2008,08/02/2008, ,FINISH,F
1250,08/08/2008,8,6,05/08/2008,08/05/2008, ,FINISH,F
1251,19/08/2008,15,71,07/08/2008,27/07/2008, ,FINISH,F
1254,10/08/2008,21,74,12/08/2008,27/07/2008, ,FINISH,F
1255,08/08/2008,36,19,13/08/2008,08/02/2008, ,FINISH,F
1259,09/08/2008,48,95,09/06/2008,09/02/2008, ,FINISH,F
1261,10/08/2008,19,74,11/08/2008,28/07/2008, ,FINISH,F
1265,09/08/2008,65,132,09/08/2008,09/05/2008, ,FINISH,F
1262,09/08/2008,53,82,30/08/2008,09/02/2008, ,FINISH,F
1263,09/08/2008,53,81,30/08/2008,09/02/2008, ,FINISH,F
1258,09/08/2008,47,94,11/08/2008,09/07/2008, ,FINISH,F
1260,09/08/2008,16,71,08/08/2008,28/07/2008, ,FINISH,F
1264,07/08/2008,26,105,06/08/2008,25/07/2008, ,FINISH,F
1257,09/08/2008,40,94,09/08/2008,09/07/2008, ,FINISH,F
1276,11/08/2008,24,75,11/08/2008,29/07/2008, ,FINISH,F
1267,11/08/2008,1,72,07/08/2008,26/07/2008, ,FINISH,F
1268,10/08/2008,11,17,16/08/2008,26/06/2008, ,FINISH,F
1270,10/08/2008,28,35,06/08/2008,10/05/2008, ,FINISH,F
1274,10/08/2008,38,32,09/08/2008,10/08/2007, ,FINISH,F
1272,19/08/2008,36,21,13/08/2008,10/07/2008, ,FINISH,F
1275,10/08/2008,38,23,09/08/2008,10/08/2007, ,FINISH,F
1271,09/08/2008,34,73,07/08/2008,26/07/2008, ,FINISH,F
1266,10/08/2008,44,111,13/08/2008,11/07/2008, ,FINISH,F
1273,10/08/2008,37,23,27/09/2008,10/08/2007, ,FINISH,F
1277,10/08/2008,65,131,09/08/2008,10/07/2008, ,FINISH,F
1269,11/08/2008,17,71,09/08/2008,29/07/2008, ,FINISH,F
1283,10/08/2008,38,76,09/08/2008,22/07/2008, ,FINISH,F
1278,11/08/2008,44,94,13/08/2008,11/07/2008, ,FINISH,F
1279,12/08/2008,2,79,08/08/2008,27/07/2008, ,FINISH,F
1280,11/08/2008,18,71,11/08/2008,30/07/2008, ,FINISH,F
1282,21/08/2008,38,21,29/08/2008,11/07/2008, ,FINISH,F
1281,11/08/2008,28,34,06/08/2008,11/02/2008, ,FINISH,F
1286,12/08/2008,7,71,12/08/2008,31/07/2008, ,FINISH,F
1287,12/08/2008,8,71,12/08/2008,31/07/2008, ,FINISH,F
1296,12/08/2008,64,136,16/08/2008,12/11/2007, ,FINISH,F
1291,12/08/2008,15,10,04/09/2009,12/08/2006, ,FINISH,F
1290,12/08/2008,15,12,04/09/2009,12/08/2006, ,FINISH,F
1289,12/08/2008,15,11,04/09/2009,12/08/2006, ,FINISH,F
1284,12/08/2008,43,112,18/08/2008,12/05/2008, ,FINISH,F
1295,12/08/2008,38,19,09/08/2008,12/02/2008, ,FINISH,F
1293,16/08/2008,20,74,18/08/2008,31/07/2008, ,FINISH,F
1285,12/08/2008,43,95,16/09/2008,12/02/2008, ,FINISH,F
1294,12/08/2008,37,26,23/08/2008,12/12/2007, ,FINISH,F
1292,12/08/2008,31,34,07/08/2008,12/02/2008, ,FINISH,F
1288,12/08/2008,15,13,04/09/2009,12/08/2006, ,FINISH,F
1569,15/09/2008,41,111,18/09/2008,15/08/2008, ,FINISH,F
1577,14/09/2008,67,100,14/09/2008,30/08/2008,M/C STOP,,F
1575,14/09/2008,31,35,17/10/2008,14/06/2008, ,FINISH,F
1576,14/09/2008,20,43,13/10/2008,14/06/2008, ,FINISH,F
1574,14/09/2008,29,35,18/08/2008,14/06/2008, ,FINISH,F
1581,15/09/2008,51,114,15/10/2008,15/03/2008, ,FINISH,F
1582,21/03/2009,51,116,21/09/2008,15/03/2008, ,FINISH,F
1578,09/10/2008,48,111,10/10/2008,16/08/2008, ,FINISH,F
1579,15/09/2008,51,123,27/06/2009,15/09/2007, ,FINISH,F
1580,15/09/2008,51,122,22/10/2008,15/09/2007, ,FINISH,F
1584,15/09/2008,66,102,19/09/2008,15/03/2008, ,FINISH,F
1593,20/09/2008,63,131,24/09/2008,16/08/2008, ,FINISH,F
1590,13/09/2008,22,74,13/09/2008,04/09/2008, ,FINISH,F
1587,16/09/2008,3,5,26/08/2008,16/06/2008, ,FINISH,F
1594,16/09/2008,64,131,20/09/2008,16/08/2008, ,FINISH,F
1586,17/09/2008,43,111,19/09/2008,17/08/2008, ,FINISH,F
1585,16/09/2008,41,94,19/09/2008,16/08/2008, ,FINISH,F
1591,18/09/2008,70,138,20/09/2008,01/09/2008, ,FINISH,F
1603,02/09/2008,69,154,11/09/2008,02/09/2008, ,FINISH,F
1599,17/09/2008,30,73,19/09/2008,02/09/2008, ,FINISH,F
1596,17/09/2008,48,112,09/09/2008,17/06/2008, ,FINISH,F
1601,16/09/2008,36,76,15/09/2008,28/08/2008, ,FINISH,F
1600,15/09/2008,35,76,12/09/2008,28/08/2008, ,FINISH,F
1300,13/08/2008,37,18,23/08/2008,13/05/2008, ,FINISH,F
1299,13/08/2008,9,8,27/04/2008,13/02/2008, ,FINISH,F
1301,13/08/2008,37,20,30/07/2008,13/05/2008, ,FINISH,F
1298,13/08/2008,49,111,14/08/2008,14/07/2008, ,FINISH,F
1303,13/08/2008,74,37,,29/07/2008,,,P
1304,13/08/2008,68,100,12/08/2008,29/07/2008, ,FINISH,F
1302,13/08/2008,57,80,13/08/2008,14/07/2008, ,FINISH,F
1297,13/08/2008,42,95,23/07/2008,13/02/2008, ,FINISH,F
1312,14/08/2008,19,46,11/08/2008,14/02/2008, ,FINISH,F
1310,13/08/2008,10,71,14/08/2008,02/08/2008, ,FINISH,F
1308,14/08/2008,9,71,13/08/2008,02/08/2008, ,FINISH,F
1305,14/08/2008,40,124,06/07/2009,14/08/2007, ,FINISH,F
1309,14/08/2008,10,8,17/04/2008,14/02/2008, ,FINISH,F
1311,15/08/2008,29,73,12/08/2008,30/07/2008, ,FINISH,F
1306,25/02/2009,40,121,25/08/2008,14/02/2008, ,FINISH,F
1307,14/08/2008,49,94,14/08/2008,14/07/2008, ,FINISH,F
1320,15/08/2008,30,92,24/08/2008,15/06/2008, ,FINISH,F
1322,15/08/2008,32,92,24/08/2008,15/06/2008, ,FINISH,F
1321,15/08/2008,31,92,24/08/2008,15/06/2008, ,FINISH,F
1317,15/08/2008,17,6,02/09/2008,15/05/2008, ,FINISH,F
1326,15/08/2008,64,131,16/08/2008,15/07/2008, ,FINISH,F
1313,15/08/2008,41,111,16/08/2008,16/07/2008, ,FINISH,F
1324,15/08/2008,34,92,24/08/2008,15/06/2008, ,FINISH,F
960,06/07/2008,62,131,05/07/2008,06/06/2008, ,FINISH,F
957,06/07/2008,23,88,07/07/2008,21/06/2008, ,FINISH,F
959,06/07/2008,25,88,07/07/2008,21/06/2008, ,FINISH,F
953,06/07/2008,37,30,11/07/2008,06/07/2006, ,FINISH,F
947,06/07/2008,48,118,10/10/2008,06/11/2007, ,FINISH,F
958,06/07/2008,24,88,07/07/2008,21/06/2008, ,FINISH,F
961,07/07/2008,9,71,05/07/2008,25/06/2008, ,FINISH,F
966,07/07/2008,53,83,31/07/2008,07/01/2008, ,FINISH,F
963,07/07/2008,20,74,07/07/2008,25/06/2008, ,FINISH,F
967,07/07/2008,24,75,05/07/2008,25/06/2008, ,FINISH,F
962,07/07/2008,10,71,07/07/2008,25/06/2008, ,FINISH,F
964,07/07/2008,39,76,08/07/2008,17/06/2008, ,FINISH,F
965,07/07/2008,39,22,19/08/2008,07/01/2008, ,FINISH,F
968,08/07/2008,44,113,12/09/2008,08/04/2008, ,FINISH,F
969,08/07/2008,11,71,08/07/2008,26/06/2008, ,FINISH,F
971,08/07/2008,27,105,05/07/2008,23/06/2008, ,FINISH,F
970,08/07/2008,34,35,14/07/2008,08/04/2008, ,FINISH,F
978,09/07/2008,26,105,10/07/2008,24/06/2008, ,FINISH,F
975,09/07/2008,16,6,16/07/2008,09/04/2008, ,FINISH,F
974,09/07/2008,12,71,08/07/2008,27/06/2008, ,FINISH,F
977,09/07/2008,56,80,09/07/2008,09/06/2008, ,FINISH,F
972,09/07/2008,48,94,07/07/2008,09/06/2008, ,FINISH,F
973,09/07/2008,51,113,22/09/2008,09/04/2008, ,FINISH,F
979,09/07/2008,64,132,15/07/2008,09/04/2008, ,FINISH,F
976,09/07/2008,36,90,30/06/2008,09/04/2008, ,FINISH,F
984,10/07/2008,14,71,14/07/2008,28/06/2008, ,FINISH,F
987,10/07/2008,37,22,30/07/2008,10/01/2008, ,FINISH,F
986,10/07/2008,36,21,19/07/2008,10/06/2008, ,FINISH,F
982,10/07/2008,52,113,28/08/2008,10/04/2008, ,FINISH,F
983,10/07/2008,13,71,14/07/2008,28/06/2008, ,FINISH,F
985,10/07/2008,28,73,09/07/2008,25/06/2008, ,FINISH,F
980,10/07/2008,43,117,18/09/2008,10/11/2007, ,FINISH,F
988,12/07/2008,23,75,15/07/2008,28/06/2008, ,FINISH,F
989,10/07/2008,64,134,15/07/2008,10/01/2008, ,FINISH,F
981,10/07/2008,45,94,03/07/2008,10/06/2008, ,FINISH,F
996,11/07/2008,65,131,10/07/2008,11/06/2008, ,FINISH,F
992,11/07/2008,37,76,11/07/2008,21/06/2008, ,FINISH,F
993,11/07/2008,38,21,21/07/2008,11/06/2008, ,FINISH,F
991,11/07/2008,34,73,14/07/2008,26/06/2008, ,FINISH,F
994,11/07/2008,68,104,11/07/2008,11/01/2008, ,FINISH,F
995,11/07/2008,68,152,12/08/2008,11/01/2008, ,FINISH,F
990,11/07/2008,31,73,09/07/2008,26/06/2008, ,FINISH,F
1003,12/07/2008,64,131,15/07/2008,12/06/2008, ,FINISH,F
999,12/07/2008,1,72,11/07/2008,27/06/2008, ,FINISH,F
1002,13/07/2008,25,75,14/07/2008,30/06/2008, ,FINISH,F
997,12/07/2008,45,113,03/07/2008,12/04/2008, ,FINISH,F
1000,12/07/2008,2,79,12/07/2008,27/06/2008, ,FINISH,F
1001,12/07/2008,13,7,14/07/2008,12/01/2008, ,FINISH,F
998,12/07/2008,47,117,08/11/2008,12/11/2007, ,FINISH,F
1011,13/07/2008,63,131,16/07/2008,13/06/2008, ,FINISH,F
1009,15/07/2008,5,70,18/07/2008,28/06/2008, ,FINISH,F
1005,13/07/2008,50,111,06/07/2008,13/06/2008, ,FINISH,F
1006,13/07/2008,3,78,16/07/2008,28/06/2008, ,FINISH,F
1010,13/07/2008,68,100,11/07/2008,28/06/2008, ,FINISH,F
1004,13/07/2008,50,94,05/07/2008,13/06/2008, ,FINISH,F
1007,13/07/2008,8,7,04/07/2008,13/01/2008, ,FINISH,F
1021,14/07/2008,64,135,15/07/2008,14/01/2008, ,FINISH,F
1018,15/07/2008,29,73,14/07/2008,29/06/2008, ,FINISH,F
1016,14/07/2008,14,7,14/07/2008,14/01/2008, ,FINISH,F
1014,14/07/2008,51,115,21/08/2008,14/01/2008, ,FINISH,F
1020,14/07/2008,74,37,,29/06/2008,,,P
1015,14/07/2008,4,77,17/07/2008,29/06/2008, ,FINISH,F
1013,14/07/2008,50,113,06/07/2008,14/04/2008, ,FINISH,F
1012,14/07/2008,50,112,06/07/2008,14/04/2008, ,FINISH,F
1028,15/07/2008,67,100,15/07/2008,30/06/2008,M/C STOP,,F
1026,15/07/2008,39,18,26/07/2008,15/04/2008, ,FINISH,F
1027,15/07/2008,39,90,22/06/2008,15/04/2008, ,FINISH,F
1022,15/07/2008,40,114,25/07/2008,15/01/2008, ,FINISH,F
1036,16/07/2008,57,80,14/07/2008,16/06/2008, ,FINISH,F
1029,16/07/2008,40,94,09/07/2008,16/06/2008, ,FINISH,F
1034,16/07/2008,35,22,16/07/2008,16/01/2008, ,FINISH,F
1030,16/07/2008,41,112,16/07/2008,16/04/2008, ,FINISH,F
1035,16/07/2008,36,23,16/07/2008,16/07/2007, ,FINISH,F
1032,17/07/2008,30,73,17/07/2008,01/07/2008, ,FINISH,F
1033,16/07/2008,35,23,16/07/2008,16/07/2007, ,FINISH,F
1031,16/07/2008,41,113,16/07/2008,16/04/2008, ,FINISH,F
1037,17/07/2008,43,94,18/07/2008,17/06/2008, ,FINISH,F
1043,17/07/2008,10,6,28/05/2008,17/04/2008, ,FINISH,F
1039,17/07/2008,46,115,01/10/2008,17/01/2008, ,FINISH,F
1038,17/07/2008,45,96,03/07/2008,17/10/2007, ,FINISH,F
1040,17/07/2008,48,111,08/08/2008,17/06/2008, ,FINISH,F
1045,17/07/2008,39,21,26/07/2008,17/06/2008, ,FINISH,F
1046,18/07/2008,47,111,09/07/2008,18/06/2008, ,FINISH,F
1051,18/07/2008,36,76,19/07/2008,28/06/2008, ,FINISH,F
1047,18/07/2008,49,96,29/09/2009,18/10/2007, ,FINISH,F
1048,18/07/2008,11,9,02/06/2008,18/10/2007, ,FINISH,F
1063,19/07/2008,26,108,23/07/2008,19/07/2007, ,FINISH,F
1056,19/07/2008,52,94,05/07/2008,19/06/2008, ,FINISH,F
1055,19/07/2008,48,96,27/07/2009,19/10/2007, ,FINISH,F
1054,19/07/2008,44,118,16/06/2009,19/11/2007, ,FINISH,F
1065,20/07/2008,44,94,11/07/2008,20/06/2008, ,FINISH,F
1064,20/07/2008,44,111,11/07/2008,20/06/2008, ,FINISH,F
1071,21/07/2008,9,7,21/07/2008,21/01/2008, ,FINISH,F
1068,21/07/2008,41,111,16/07/2008,21/06/2008, ,FINISH,F
1082,21/07/2008,59,132,23/07/2008,21/04/2008, ,FINISH,F
1070,21/07/2008,47,113,09/07/2008,21/04/2008, ,FINISH,F
1069,21/07/2008,41,94,16/07/2008,21/06/2008, ,FINISH,F
1085,22/07/2008,14,13,20/07/2009,22/07/2006, ,FINISH,F
1091,22/07/2008,58,132,29/07/2008,22/04/2008, ,FINISH,F
1087,22/07/2008,14,10,20/07/2006,22/07/2006,TRUMAC,FINISH,F
1088,22/07/2008,14,11,20/07/2009,22/07/2006,TRUSCHLER,FINISH,F
1089,22/07/2008,54,83,17/07/2008,22/01/2008, ,FINISH,F
1084,22/07/2008,14,12,20/07/2009,22/07/2006, ,FINISH,F
1093,23/07/2008,43,111,18/07/2008,23/06/2008, ,FINISH,F
1095,23/07/2008,59,131,23/07/2008,23/06/2008, ,FINISH,F
1092,23/07/2008,40,113,30/10/2008,23/04/2008, ,FINISH,F
1096,24/07/2008,49,117,19/11/2008,24/11/2007, ,FINISH,F
1097,24/07/2008,51,111,19/08/2008,24/06/2008, ,FINISH,F
1100,24/07/2008,55,80,24/07/2008,24/06/2008, ,FINISH,F
1098,24/07/2008,13,17,14/07/2008,09/06/2008, ,FINISH,F
1103,24/07/2008,60,132,26/07/2008,24/04/2008, ,FINISH,F
1099,24/07/2008,38,98,06/07/2008,24/10/2007, ,FINISH,F
1108,25/07/2008,26,106,23/07/2008,25/03/2008, ,FINISH,F
1107,25/07/2008,55,83,21/07/2008,25/01/2008, ,FINISH,F
1104,25/07/2008,42,111,25/08/2008,25/06/2008, ,FINISH,F
1109,25/07/2008,60,131,26/07/2008,25/06/2008, ,FINISH,F
1117,26/07/2008,54,80,28/07/2008,26/06/2008, ,FINISH,F
1110,26/07/2008,40,111,25/07/2008,26/06/2008, ,FINISH,F
1115,26/07/2008,37,98,17/06/2008,26/10/2007, ,FINISH,F
1116,26/07/2008,39,98,22/06/2008,26/10/2007, ,FINISH,F
1119,27/07/2008,49,94,14/07/2008,27/06/2008, ,FINISH,F
1120,24/07/2008,51,94,21/07/2008,27/06/2008, ,FINISH,F
1133,27/07/2008,56,83,27/07/2008,27/01/2008, ,FINISH,F
